Grid scores on development set:

0.632 (+/-0.054) for {'kernel': 'linear', 'gamma': 8.0, 'C': 0.00390625, 'decision_function_shape': 'ovo', 'degree': 2}
0.921 (+/-0.032) for {'kernel': 'poly', 'gamma': 0.03125, 'C': 0.25, 'decision_function_shape': 'ovr', 'degree': 2}
0.881 (+/-0.038) for {'kernel': 'rbf', 'gamma': 0.03125, 'C': 0.25, 'decision_function_shape': 'ovr', 'degree': 2}
0.997 (+/-0.003) for {'kernel': 'linear', 'gamma': 0.0078125, 'C': 0.25, 'decision_function_shape': 'ovr', 'degree': 2}
0.211 (+/-0.009) for {'kernel': 'poly', 'gamma': 0.0078125, 'C': 0.25, 'decision_function_shape': 'ovr', 'degree': 2}
0.609 (+/-0.044) for {'kernel': 'rbf', 'gamma': 0.0078125, 'C': 0.25, 'decision_function_shape': 'ovr', 'degree': 2}
0.997 (+/-0.003) for {'kernel': 'linear', 'gamma': 0.001953125, 'C': 0.25, 'decision_function_shape': 'ovr', 'degree': 2}
0.107 (+/-0.003) for {'kernel': 'poly', 'gamma': 0.001953125, 'C': 0.25, 'decision_function_shape': 'ovr', 'degree': 2}
0.209 (+/-0.005) for {'kernel': 'rbf', 'gamma': 0.001953125, 'C': 0.25, 'decision_function_shape': 'ovr', 'degree': 2}
0.997 (+/-0.003) for {'kernel': 'linear', 'gamma': 0.00048828125, 'C': 0.25, 'decision_function_shape': 'ovr', 'degree': 2}
0.107 (+/-0.003) for {'kernel': 'poly', 'gamma': 0.00048828125, 'C': 0.25, 'decision_function_shape': 'ovr', 'degree': 2}
0.107 (+/-0.003) for {'kernel': 'rbf', 'gamma': 0.00048828125, 'C': 0.25, 'decision_function_shape': 'ovr', 'degree': 2}
0.997 (+/-0.003) for {'kernel': 'linear', 'gamma': 0.0001220703125, 'C': 0.25, 'decision_function_shape': 'ovr', 'degree': 2}
0.107 (+/-0.003) for {'kernel': 'poly', 'gamma': 0.0001220703125, 'C': 0.25, 'decision_function_shape': 'ovr', 'degree': 2}
0.107 (+/-0.003) for {'kernel': 'rbf', 'gamma': 0.0001220703125, 'C': 0.25, 'decision_function_shape': 'ovr', 'degree': 2}
0.997 (+/-0.003) for {'kernel': 'linear', 'gamma': 8.0, 'C': 0.25, 'decision_function_shape': 'ovr', 'degree': 3}
0.996 (+/-0.007) for {'kernel': 'poly', 'gamma': 8.0, 'C': 0.25, 'decision_function_shape': 'ovr', 'degree': 3}
0.107 (+/-0.003) for {'kernel': 'rbf', 'gamma': 8.0, 'C': 0.25, 'decision_function_shape': 'ovr', 'degree': 3}
0.997 (+/-0.003) for {'kernel': 'linear', 'gamma': 2.0, 'C': 0.25, 'decision_function_shape': 'ovr', 'degree': 3}
0.996 (+/-0.007) for {'kernel': 'poly', 'gamma': 2.0, 'C': 0.25, 'decision_function_shape': 'ovr', 'degree': 3}
0.107 (+/-0.003) for {'kernel': 'rbf', 'gamma': 2.0, 'C': 0.25, 'decision_function_shape': 'ovr', 'degree': 3}
0.997 (+/-0.003) for {'kernel': 'linear', 'gamma': 0.5, 'C': 0.25, 'decision_function_shape': 'ovr', 'degree': 3}
0.996 (+/-0.007) for {'kernel': 'poly', 'gamma': 0.5, 'C': 0.25, 'decision_function_shape': 'ovr', 'degree': 3}
0.931 (+/-0.032) for {'kernel': 'rbf', 'gamma': 0.5, 'C': 0.25, 'decision_function_shape': 'ovr', 'degree': 3}
0.997 (+/-0.003) for {'kernel': 'linear', 'gamma': 0.125, 'C': 0.25, 'decision_function_shape': 'ovr', 'degree': 3}
0.996 (+/-0.007) for {'kernel': 'poly', 'gamma': 0.125, 'C': 0.25, 'decision_function_shape': 'ovr', 'degree': 3}
0.950 (+/-0.035) for {'kernel': 'rbf', 'gamma': 0.125, 'C': 0.25, 'decision_function_shape': 'ovr', 'degree': 3}
0.997 (+/-0.003) for {'kernel': 'linear', 'gamma': 0.03125, 'C': 0.25, 'decision_function_shape': 'ovr', 'degree': 3}
0.955 (+/-0.024) for {'kernel': 'poly', 'gamma': 0.03125, 'C': 0.25, 'decision_function_shape': 'ovr', 'degree': 3}
0.881 (+/-0.038) for {'kernel': 'rbf', 'gamma': 0.03125, 'C': 0.25, 'decision_function_shape': 'ovr', 'degree': 3}
0.997 (+/-0.003) for {'kernel': 'linear', 'gamma': 0.0078125, 'C': 0.25, 'decision_function_shape': 'ovr', 'degree': 3}
0.189 (+/-0.012) for {'kernel': 'poly', 'gamma': 0.0078125, 'C': 0.25, 'decision_function_shape': 'ovr', 'degree': 3}
0.609 (+/-0.044) for {'kernel': 'rbf', 'gamma': 0.0078125, 'C': 0.25, 'decision_function_shape': 'ovr', 'degree': 3}
0.997 (+/-0.003) for {'kernel': 'linear', 'gamma': 0.001953125, 'C': 0.25, 'decision_function_shape': 'ovr', 'degree': 3}
0.107 (+/-0.003) for {'kernel': 'poly', 'gamma': 0.001953125, 'C': 0.25, 'decision_function_shape': 'ovr', 'degree': 3}
0.209 (+/-0.005) for {'kernel': 'rbf', 'gamma': 0.001953125, 'C': 0.25, 'decision_function_shape': 'ovr', 'degree': 3}
0.997 (+/-0.003) for {'kernel': 'linear', 'gamma': 0.00048828125, 'C': 0.25, 'decision_function_shape': 'ovr', 'degree': 3}
0.107 (+/-0.003) for {'kernel': 'poly', 'gamma': 0.00048828125, 'C': 0.25, 'decision_function_shape': 'ovr', 'degree': 3}
0.107 (+/-0.003) for {'kernel': 'rbf', 'gamma': 0.00048828125, 'C': 0.25, 'decision_function_shape': 'ovr', 'degree': 3}
0.997 (+/-0.003) for {'kernel': 'linear', 'gamma': 0.0001220703125, 'C': 0.25, 'decision_function_shape': 'ovr', 'degree': 3}
0.107 (+/-0.003) for {'kernel': 'poly', 'gamma': 0.0001220703125, 'C': 0.25, 'decision_function_shape': 'ovr', 'degree': 3}
0.107 (+/-0.003) for {'kernel': 'rbf', 'gamma': 0.0001220703125, 'C': 0.25, 'decision_function_shape': 'ovr', 'degree': 3}
0.997 (+/-0.003) for {'kernel': 'linear', 'gamma': 8.0, 'C': 0.25, 'decision_function_shape': 'ovr', 'degree': 4}
0.995 (+/-0.007) for {'kernel': 'poly', 'gamma': 8.0, 'C': 0.25, 'decision_function_shape': 'ovr', 'degree': 4}
0.107 (+/-0.003) for {'kernel': 'rbf', 'gamma': 8.0, 'C': 0.25, 'decision_function_shape': 'ovr', 'degree': 4}
0.997 (+/-0.003) for {'kernel': 'linear', 'gamma': 2.0, 'C': 0.25, 'decision_function_shape': 'ovr', 'degree': 4}
0.995 (+/-0.007) for {'kernel': 'poly', 'gamma': 2.0, 'C': 0.25, 'decision_function_shape': 'ovr', 'degree': 4}
0.107 (+/-0.003) for {'kernel': 'rbf', 'gamma': 2.0, 'C': 0.25, 'decision_function_shape': 'ovr', 'degree': 4}
0.997 (+/-0.003) for {'kernel': 'linear', 'gamma': 0.5, 'C': 0.25, 'decision_function_shape': 'ovr', 'degree': 4}
0.995 (+/-0.007) for {'kernel': 'poly', 'gamma': 0.5, 'C': 0.25, 'decision_function_shape': 'ovr', 'degree': 4}
0.931 (+/-0.032) for {'kernel': 'rbf', 'gamma': 0.5, 'C': 0.25, 'decision_function_shape': 'ovr', 'degree': 4}
0.997 (+/-0.003) for {'kernel': 'linear', 'gamma': 0.125, 'C': 0.25, 'decision_function_shape': 'ovr', 'degree': 4}
0.995 (+/-0.007) for {'kernel': 'poly', 'gamma': 0.125, 'C': 0.25, 'decision_function_shape': 'ovr', 'degree': 4}
0.950 (+/-0.035) for {'kernel': 'rbf', 'gamma': 0.125, 'C': 0.25, 'decision_function_shape': 'ovr', 'degree': 4}
0.997 (+/-0.003) for {'kernel': 'linear', 'gamma': 0.03125, 'C': 0.25, 'decision_function_shape': 'ovr', 'degree': 4}
0.965 (+/-0.028) for {'kernel': 'poly', 'gamma': 0.03125, 'C': 0.25, 'decision_function_shape': 'ovr', 'degree': 4}
0.881 (+/-0.038) for {'kernel': 'rbf', 'gamma': 0.03125, 'C': 0.25, 'decision_function_shape': 'ovr', 'degree': 4}
0.997 (+/-0.003) for {'kernel': 'linear', 'gamma': 0.0078125, 'C': 0.25, 'decision_function_shape': 'ovr', 'degree': 4}
0.119 (+/-0.010) for {'kernel': 'poly', 'gamma': 0.0078125, 'C': 0.25, 'decision_function_shape': 'ovr', 'degree': 4}
0.609 (+/-0.044) for {'kernel': 'rbf', 'gamma': 0.0078125, 'C': 0.25, 'decision_function_shape': 'ovr', 'degree': 4}
0.997 (+/-0.003) for {'kernel': 'linear', 'gamma': 0.001953125, 'C': 0.25, 'decision_function_shape': 'ovr', 'degree': 4}
0.107 (+/-0.003) for {'kernel': 'poly', 'gamma': 0.001953125, 'C': 0.25, 'decision_function_shape': 'ovr', 'degree': 4}
0.209 (+/-0.005) for {'kernel': 'rbf', 'gamma': 0.001953125, 'C': 0.25, 'decision_function_shape': 'ovr', 'degree': 4}
0.997 (+/-0.003) for {'kernel': 'linear', 'gamma': 0.00048828125, 'C': 0.25, 'decision_function_shape': 'ovr', 'degree': 4}
0.107 (+/-0.003) for {'kernel': 'poly', 'gamma': 0.00048828125, 'C': 0.25, 'decision_function_shape': 'ovr', 'degree': 4}
0.107 (+/-0.003) for {'kernel': 'rbf', 'gamma': 0.00048828125, 'C': 0.25, 'decision_function_shape': 'ovr', 'degree': 4}
0.997 (+/-0.003) for {'kernel': 'linear', 'gamma': 0.0001220703125, 'C': 0.25, 'decision_function_shape': 'ovr', 'degree': 4}
0.107 (+/-0.003) for {'kernel': 'poly', 'gamma': 0.0001220703125, 'C': 0.25, 'decision_function_shape': 'ovr', 'degree': 4}
0.107 (+/-0.003) for {'kernel': 'rbf', 'gamma': 0.0001220703125, 'C': 0.25, 'decision_function_shape': 'ovr', 'degree': 4}
0.996 (+/-0.005) for {'kernel': 'linear', 'gamma': 8.0, 'C': 1.0, 'decision_function_shape': 'ovo', 'degree': 2}
0.996 (+/-0.005) for {'kernel': 'poly', 'gamma': 8.0, 'C': 1.0, 'decision_function_shape': 'ovo', 'degree': 2}
0.127 (+/-0.014) for {'kernel': 'rbf', 'gamma': 8.0, 'C': 1.0, 'decision_function_shape': 'ovo', 'degree': 2}
0.996 (+/-0.005) for {'kernel': 'linear', 'gamma': 2.0, 'C': 1.0, 'decision_function_shape': 'ovo', 'degree': 2}
0.996 (+/-0.005) for {'kernel': 'poly', 'gamma': 2.0, 'C': 1.0, 'decision_function_shape': 'ovo', 'degree': 2}
0.476 (+/-0.074) for {'kernel': 'rbf', 'gamma': 2.0, 'C': 1.0, 'decision_function_shape': 'ovo', 'degree': 2}
0.996 (+/-0.005) for {'kernel': 'linear', 'gamma': 0.5, 'C': 1.0, 'decision_function_shape': 'ovo', 'degree': 2}
0.996 (+/-0.005) for {'kernel': 'poly', 'gamma': 0.5, 'C': 1.0, 'decision_function_shape': 'ovo', 'degree': 2}
0.993 (+/-0.009) for {'kernel': 'rbf', 'gamma': 0.5, 'C': 1.0, 'decision_function_shape': 'ovo', 'degree': 2}
0.996 (+/-0.005) for {'kernel': 'linear', 'gamma': 0.125, 'C': 1.0, 'decision_function_shape': 'ovo', 'degree': 2}
0.996 (+/-0.005) for {'kernel': 'poly', 'gamma': 0.125, 'C': 1.0, 'decision_function_shape': 'ovo', 'degree': 2}
0.995 (+/-0.008) for {'kernel': 'rbf', 'gamma': 0.125, 'C': 1.0, 'decision_function_shape': 'ovo', 'degree': 2}
0.996 (+/-0.005) for {'kernel': 'linear', 'gamma': 0.03125, 'C': 1.0, 'decision_function_shape': 'ovo', 'degree': 2}
0.978 (+/-0.020) for {'kernel': 'poly', 'gamma': 0.03125, 'C': 1.0, 'decision_function_shape': 'ovo', 'degree': 2}
0.974 (+/-0.025) for {'kernel': 'rbf', 'gamma': 0.03125, 'C': 1.0, 'decision_function_shape': 'ovo', 'degree': 2}
0.996 (+/-0.005) for {'kernel': 'linear', 'gamma': 0.0078125, 'C': 1.0, 'decision_function_shape': 'ovo', 'degree': 2}
0.685 (+/-0.031) for {'kernel': 'poly', 'gamma': 0.0078125, 'C': 1.0, 'decision_function_shape': 'ovo', 'degree': 2}
0.900 (+/-0.040) for {'kernel': 'rbf', 'gamma': 0.0078125, 'C': 1.0, 'decision_function_shape': 'ovo', 'degree': 2}
0.996 (+/-0.005) for {'kernel': 'linear', 'gamma': 0.001953125, 'C': 1.0, 'decision_function_shape': 'ovo', 'degree': 2}
0.107 (+/-0.003) for {'kernel': 'poly', 'gamma': 0.001953125, 'C': 1.0, 'decision_function_shape': 'ovo', 'degree': 2}
0.626 (+/-0.048) for {'kernel': 'rbf', 'gamma': 0.001953125, 'C': 1.0, 'decision_function_shape': 'ovo', 'degree': 2}
0.996 (+/-0.005) for {'kernel': 'linear', 'gamma': 0.00048828125, 'C': 1.0, 'decision_function_shape': 'ovo', 'degree': 2}
0.107 (+/-0.003) for {'kernel': 'poly', 'gamma': 0.00048828125, 'C': 1.0, 'decision_function_shape': 'ovo', 'degree': 2}
0.210 (+/-0.006) for {'kernel': 'rbf', 'gamma': 0.00048828125, 'C': 1.0, 'decision_function_shape': 'ovo', 'degree': 2}
0.996 (+/-0.005) for {'kernel': 'linear', 'gamma': 0.0001220703125, 'C': 1.0, 'decision_function_shape': 'ovo', 'degree': 2}
0.107 (+/-0.003) for {'kernel': 'poly', 'gamma': 0.0001220703125, 'C': 1.0, 'decision_function_shape': 'ovo', 'degree': 2}
0.107 (+/-0.003) for {'kernel': 'rbf', 'gamma': 0.0001220703125, 'C': 1.0, 'decision_function_shape': 'ovo', 'degree': 2}
0.996 (+/-0.005) for {'kernel': 'linear', 'gamma': 8.0, 'C': 1.0, 'decision_function_shape': 'ovo', 'degree': 3}
0.996 (+/-0.007) for {'kernel': 'poly', 'gamma': 8.0, 'C': 1.0, 'decision_function_shape': 'ovo', 'degree': 3}
0.127 (+/-0.014) for {'kernel': 'rbf', 'gamma': 8.0, 'C': 1.0, 'decision_function_shape': 'ovo', 'degree': 3}
0.996 (+/-0.005) for {'kernel': 'linear', 'gamma': 2.0, 'C': 1.0, 'decision_function_shape': 'ovo', 'degree': 3}
0.996 (+/-0.007) for {'kernel': 'poly', 'gamma': 2.0, 'C': 1.0, 'decision_function_shape': 'ovo', 'degree': 3}
0.476 (+/-0.074) for {'kernel': 'rbf', 'gamma': 2.0, 'C': 1.0, 'decision_function_shape': 'ovo', 'degree': 3}
0.996 (+/-0.005) for {'kernel': 'linear', 'gamma': 0.5, 'C': 1.0, 'decision_function_shape': 'ovo', 'degree': 3}
0.996 (+/-0.007) for {'kernel': 'poly', 'gamma': 0.5, 'C': 1.0, 'decision_function_shape': 'ovo', 'degree': 3}
0.993 (+/-0.009) for {'kernel': 'rbf', 'gamma': 0.5, 'C': 1.0, 'decision_function_shape': 'ovo', 'degree': 3}
0.996 (+/-0.005) for {'kernel': 'linear', 'gamma': 0.125, 'C': 1.0, 'decision_function_shape': 'ovo', 'degree': 3}
0.996 (+/-0.007) for {'kernel': 'poly', 'gamma': 0.125, 'C': 1.0, 'decision_function_shape': 'ovo', 'degree': 3}
0.995 (+/-0.008) for {'kernel': 'rbf', 'gamma': 0.125, 'C': 1.0, 'decision_function_shape': 'ovo', 'degree': 3}
0.996 (+/-0.005) for {'kernel': 'linear', 'gamma': 0.03125, 'C': 1.0, 'decision_function_shape': 'ovo', 'degree': 3}
0.983 (+/-0.015) for {'kernel': 'poly', 'gamma': 0.03125, 'C': 1.0, 'decision_function_shape': 'ovo', 'degree': 3}
0.974 (+/-0.025) for {'kernel': 'rbf', 'gamma': 0.03125, 'C': 1.0, 'decision_function_shape': 'ovo', 'degree': 3}
0.996 (+/-0.005) for {'kernel': 'linear', 'gamma': 0.0078125, 'C': 1.0, 'decision_function_shape': 'ovo', 'degree': 3}
0.339 (+/-0.032) for {'kernel': 'poly', 'gamma': 0.0078125, 'C': 1.0, 'decision_function_shape': 'ovo', 'degree': 3}
0.900 (+/-0.040) for {'kernel': 'rbf', 'gamma': 0.0078125, 'C': 1.0, 'decision_function_shape': 'ovo', 'degree': 3}
0.996 (+/-0.005) for {'kernel': 'linear', 'gamma': 0.001953125, 'C': 1.0, 'decision_function_shape': 'ovo', 'degree': 3}
0.107 (+/-0.003) for {'kernel': 'poly', 'gamma': 0.001953125, 'C': 1.0, 'decision_function_shape': 'ovo', 'degree': 3}
0.626 (+/-0.048) for {'kernel': 'rbf', 'gamma': 0.001953125, 'C': 1.0, 'decision_function_shape': 'ovo', 'degree': 3}
0.996 (+/-0.005) for {'kernel': 'linear', 'gamma': 0.00048828125, 'C': 1.0, 'decision_function_shape': 'ovo', 'degree': 3}
0.107 (+/-0.003) for {'kernel': 'poly', 'gamma': 0.00048828125, 'C': 1.0, 'decision_function_shape': 'ovo', 'degree': 3}
0.210 (+/-0.006) for {'kernel': 'rbf', 'gamma': 0.00048828125, 'C': 1.0, 'decision_function_shape': 'ovo', 'degree': 3}
0.996 (+/-0.005) for {'kernel': 'linear', 'gamma': 0.0001220703125, 'C': 1.0, 'decision_function_shape': 'ovo', 'degree': 3}
0.107 (+/-0.003) for {'kernel': 'poly', 'gamma': 0.0001220703125, 'C': 1.0, 'decision_function_shape': 'ovo', 'degree': 3}
0.107 (+/-0.003) for {'kernel': 'rbf', 'gamma': 0.0001220703125, 'C': 1.0, 'decision_function_shape': 'ovo', 'degree': 3}
0.996 (+/-0.005) for {'kernel': 'linear', 'gamma': 8.0, 'C': 1.0, 'decision_function_shape': 'ovo', 'degree': 4}
0.995 (+/-0.007) for {'kernel': 'poly', 'gamma': 8.0, 'C': 1.0, 'decision_function_shape': 'ovo', 'degree': 4}
0.127 (+/-0.014) for {'kernel': 'rbf', 'gamma': 8.0, 'C': 1.0, 'decision_function_shape': 'ovo', 'degree': 4}
0.996 (+/-0.005) for {'kernel': 'linear', 'gamma': 2.0, 'C': 1.0, 'decision_function_shape': 'ovo', 'degree': 4}
0.995 (+/-0.007) for {'kernel': 'poly', 'gamma': 2.0, 'C': 1.0, 'decision_function_shape': 'ovo', 'degree': 4}
0.476 (+/-0.074) for {'kernel': 'rbf', 'gamma': 2.0, 'C': 1.0, 'decision_function_shape': 'ovo', 'degree': 4}
0.996 (+/-0.005) for {'kernel': 'linear', 'gamma': 0.5, 'C': 1.0, 'decision_function_shape': 'ovo', 'degree': 4}
0.995 (+/-0.007) for {'kernel': 'poly', 'gamma': 0.5, 'C': 1.0, 'decision_function_shape': 'ovo', 'degree': 4}
0.993 (+/-0.009) for {'kernel': 'rbf', 'gamma': 0.5, 'C': 1.0, 'decision_function_shape': 'ovo', 'degree': 4}
0.996 (+/-0.005) for {'kernel': 'linear', 'gamma': 0.125, 'C': 1.0, 'decision_function_shape': 'ovo', 'degree': 4}
0.995 (+/-0.007) for {'kernel': 'poly', 'gamma': 0.125, 'C': 1.0, 'decision_function_shape': 'ovo', 'degree': 4}
0.995 (+/-0.008) for {'kernel': 'rbf', 'gamma': 0.125, 'C': 1.0, 'decision_function_shape': 'ovo', 'degree': 4}
0.996 (+/-0.005) for {'kernel': 'linear', 'gamma': 0.03125, 'C': 1.0, 'decision_function_shape': 'ovo', 'degree': 4}
0.989 (+/-0.006) for {'kernel': 'poly', 'gamma': 0.03125, 'C': 1.0, 'decision_function_shape': 'ovo', 'degree': 4}
0.974 (+/-0.025) for {'kernel': 'rbf', 'gamma': 0.03125, 'C': 1.0, 'decision_function_shape': 'ovo', 'degree': 4}
0.996 (+/-0.005) for {'kernel': 'linear', 'gamma': 0.0078125, 'C': 1.0, 'decision_function_shape': 'ovo', 'degree': 4}
0.231 (+/-0.022) for {'kernel': 'poly', 'gamma': 0.0078125, 'C': 1.0, 'decision_function_shape': 'ovo', 'degree': 4}
0.900 (+/-0.040) for {'kernel': 'rbf', 'gamma': 0.0078125, 'C': 1.0, 'decision_function_shape': 'ovo', 'degree': 4}
0.996 (+/-0.005) for {'kernel': 'linear', 'gamma': 0.001953125, 'C': 1.0, 'decision_function_shape': 'ovo', 'degree': 4}
0.107 (+/-0.003) for {'kernel': 'poly', 'gamma': 0.001953125, 'C': 1.0, 'decision_function_shape': 'ovo', 'degree': 4}
0.626 (+/-0.048) for {'kernel': 'rbf', 'gamma': 0.001953125, 'C': 1.0, 'decision_function_shape': 'ovo', 'degree': 4}
0.996 (+/-0.005) for {'kernel': 'linear', 'gamma': 0.00048828125, 'C': 1.0, 'decision_function_shape': 'ovo', 'degree': 4}
0.107 (+/-0.003) for {'kernel': 'poly', 'gamma': 0.00048828125, 'C': 1.0, 'decision_function_shape': 'ovo', 'degree': 4}
0.210 (+/-0.006) for {'kernel': 'rbf', 'gamma': 0.00048828125, 'C': 1.0, 'decision_function_shape': 'ovo', 'degree': 4}
0.996 (+/-0.005) for {'kernel': 'linear', 'gamma': 0.0001220703125, 'C': 1.0, 'decision_function_shape': 'ovo', 'degree': 4}
0.107 (+/-0.003) for {'kernel': 'poly', 'gamma': 0.0001220703125, 'C': 1.0, 'decision_function_shape': 'ovo', 'degree': 4}
0.107 (+/-0.003) for {'kernel': 'rbf', 'gamma': 0.0001220703125, 'C': 1.0, 'decision_function_shape': 'ovo', 'degree': 4}
0.996 (+/-0.005) for {'kernel': 'linear', 'gamma': 8.0, 'C': 1.0, 'decision_function_shape': 'ovr', 'degree': 2}
0.996 (+/-0.005) for {'kernel': 'poly', 'gamma': 8.0, 'C': 1.0, 'decision_function_shape': 'ovr', 'degree': 2}
0.127 (+/-0.014) for {'kernel': 'rbf', 'gamma': 8.0, 'C': 1.0, 'decision_function_shape': 'ovr', 'degree': 2}
0.996 (+/-0.005) for {'kernel': 'linear', 'gamma': 2.0, 'C': 1.0, 'decision_function_shape': 'ovr', 'degree': 2}
0.996 (+/-0.005) for {'kernel': 'poly', 'gamma': 2.0, 'C': 1.0, 'decision_function_shape': 'ovr', 'degree': 2}
0.476 (+/-0.074) for {'kernel': 'rbf', 'gamma': 2.0, 'C': 1.0, 'decision_function_shape': 'ovr', 'degree': 2}
0.996 (+/-0.005) for {'kernel': 'linear', 'gamma': 0.5, 'C': 1.0, 'decision_function_shape': 'ovr', 'degree': 2}
0.996 (+/-0.005) for {'kernel': 'poly', 'gamma': 0.5, 'C': 1.0, 'decision_function_shape': 'ovr', 'degree': 2}
0.993 (+/-0.009) for {'kernel': 'rbf', 'gamma': 0.5, 'C': 1.0, 'decision_function_shape': 'ovr', 'degree': 2}
0.996 (+/-0.005) for {'kernel': 'linear', 'gamma': 0.125, 'C': 1.0, 'decision_function_shape': 'ovr', 'degree': 2}
0.996 (+/-0.005) for {'kernel': 'poly', 'gamma': 0.125, 'C': 1.0, 'decision_function_shape': 'ovr', 'degree': 2}
0.995 (+/-0.008) for {'kernel': 'rbf', 'gamma': 0.125, 'C': 1.0, 'decision_function_shape': 'ovr', 'degree': 2}
0.996 (+/-0.005) for {'kernel': 'linear', 'gamma': 0.03125, 'C': 1.0, 'decision_function_shape': 'ovr', 'degree': 2}
0.978 (+/-0.020) for {'kernel': 'poly', 'gamma': 0.03125, 'C': 1.0, 'decision_function_shape': 'ovr', 'degree': 2}
0.974 (+/-0.025) for {'kernel': 'rbf', 'gamma': 0.03125, 'C': 1.0, 'decision_function_shape': 'ovr', 'degree': 2}
0.996 (+/-0.005) for {'kernel': 'linear', 'gamma': 0.0078125, 'C': 1.0, 'decision_function_shape': 'ovr', 'degree': 2}
0.685 (+/-0.031) for {'kernel': 'poly', 'gamma': 0.0078125, 'C': 1.0, 'decision_function_shape': 'ovr', 'degree': 2}
0.900 (+/-0.040) for {'kernel': 'rbf', 'gamma': 0.0078125, 'C': 1.0, 'decision_function_shape': 'ovr', 'degree': 2}
0.996 (+/-0.005) for {'kernel': 'linear', 'gamma': 0.001953125, 'C': 1.0, 'decision_function_shape': 'ovr', 'degree': 2}
0.107 (+/-0.003) for {'kernel': 'poly', 'gamma': 0.001953125, 'C': 1.0, 'decision_function_shape': 'ovr', 'degree': 2}
0.626 (+/-0.048) for {'kernel': 'rbf', 'gamma': 0.001953125, 'C': 1.0, 'decision_function_shape': 'ovr', 'degree': 2}
0.996 (+/-0.005) for {'kernel': 'linear', 'gamma': 0.00048828125, 'C': 1.0, 'decision_function_shape': 'ovr', 'degree': 2}
0.107 (+/-0.003) for {'kernel': 'poly', 'gamma': 0.00048828125, 'C': 1.0, 'decision_function_shape': 'ovr', 'degree': 2}
0.210 (+/-0.006) for {'kernel': 'rbf', 'gamma': 0.00048828125, 'C': 1.0, 'decision_function_shape': 'ovr', 'degree': 2}
0.996 (+/-0.005) for {'kernel': 'linear', 'gamma': 0.0001220703125, 'C': 1.0, 'decision_function_shape': 'ovr', 'degree': 2}
0.107 (+/-0.003) for {'kernel': 'poly', 'gamma': 0.0001220703125, 'C': 1.0, 'decision_function_shape': 'ovr', 'degree': 2}
0.107 (+/-0.003) for {'kernel': 'rbf', 'gamma': 0.0001220703125, 'C': 1.0, 'decision_function_shape': 'ovr', 'degree': 2}
0.996 (+/-0.005) for {'kernel': 'linear', 'gamma': 8.0, 'C': 1.0, 'decision_function_shape': 'ovr', 'degree': 3}
0.996 (+/-0.007) for {'kernel': 'poly', 'gamma': 8.0, 'C': 1.0, 'decision_function_shape': 'ovr', 'degree': 3}
0.127 (+/-0.014) for {'kernel': 'rbf', 'gamma': 8.0, 'C': 1.0, 'decision_function_shape': 'ovr', 'degree': 3}
0.996 (+/-0.005) for {'kernel': 'linear', 'gamma': 2.0, 'C': 1.0, 'decision_function_shape': 'ovr', 'degree': 3}
0.996 (+/-0.007) for {'kernel': 'poly', 'gamma': 2.0, 'C': 1.0, 'decision_function_shape': 'ovr', 'degree': 3}
0.476 (+/-0.074) for {'kernel': 'rbf', 'gamma': 2.0, 'C': 1.0, 'decision_function_shape': 'ovr', 'degree': 3}
0.996 (+/-0.005) for {'kernel': 'linear', 'gamma': 0.5, 'C': 1.0, 'decision_function_shape': 'ovr', 'degree': 3}
0.996 (+/-0.007) for {'kernel': 'poly', 'gamma': 0.5, 'C': 1.0, 'decision_function_shape': 'ovr', 'degree': 3}
0.993 (+/-0.009) for {'kernel': 'rbf', 'gamma': 0.5, 'C': 1.0, 'decision_function_shape': 'ovr', 'degree': 3}
0.996 (+/-0.005) for {'kernel': 'linear', 'gamma': 0.125, 'C': 1.0, 'decision_function_shape': 'ovr', 'degree': 3}
0.996 (+/-0.007) for {'kernel': 'poly', 'gamma': 0.125, 'C': 1.0, 'decision_function_shape': 'ovr', 'degree': 3}
0.995 (+/-0.008) for {'kernel': 'rbf', 'gamma': 0.125, 'C': 1.0, 'decision_function_shape': 'ovr', 'degree': 3}
0.996 (+/-0.005) for {'kernel': 'linear', 'gamma': 0.03125, 'C': 1.0, 'decision_function_shape': 'ovr', 'degree': 3}
0.983 (+/-0.015) for {'kernel': 'poly', 'gamma': 0.03125, 'C': 1.0, 'decision_function_shape': 'ovr', 'degree': 3}
0.974 (+/-0.025) for {'kernel': 'rbf', 'gamma': 0.03125, 'C': 1.0, 'decision_function_shape': 'ovr', 'degree': 3}
0.996 (+/-0.005) for {'kernel': 'linear', 'gamma': 0.0078125, 'C': 1.0, 'decision_function_shape': 'ovr', 'degree': 3}
0.339 (+/-0.032) for {'kernel': 'poly', 'gamma': 0.0078125, 'C': 1.0, 'decision_function_shape': 'ovr', 'degree': 3}
0.900 (+/-0.040) for {'kernel': 'rbf', 'gamma': 0.0078125, 'C': 1.0, 'decision_function_shape': 'ovr', 'degree': 3}
0.996 (+/-0.005) for {'kernel': 'linear', 'gamma': 0.001953125, 'C': 1.0, 'decision_function_shape': 'ovr', 'degree': 3}
0.107 (+/-0.003) for {'kernel': 'poly', 'gamma': 0.001953125, 'C': 1.0, 'decision_function_shape': 'ovr', 'degree': 3}
